Date,Index_Value,Unit,Sequence No.,Industry
2017-02-28,100.8099632,Index,60,Cotton Cloth
2017-02-28,139.1407985,Index,70,Jute Goods
2017-02-28,114.0165132,Index,80,Paper & Board
2017-02-28,104.1431474,Index,90,Cement
2017-02-28,112.47599,Index,100,Automobiles
2017-02-28,88.85205524,Index,110,Fertilizers
2017-01-31,110.651532,Index,10,Overall
2017-01-31,107.467217,Index,20,Vegetable Ghee
2017-01-31,96.14419016,Index,30,Tea Blended
2017-01-31,50.19991779,Index,40,Cigarettes
2017-01-31,101.0935356,Index,50,Cotton Yarn
2017-01-31,100.7522255,Index,60,Cotton Cloth
2017-01-31,137.6455929,Index,70,Jute Goods
2017-01-31,116.3415342,Index,80,Paper & Board
2017-01-31,99.94355385,Index,90,Cement
2017-01-31,114.9556767,Index,100,Automobiles
2017-01-31,77.56576741,Index,110,Fertilizers
2016-12-31,108.3878542,Index,10,Overall
2016-12-31,109.4731042,Index,20,Vegetable Ghee
2016-12-31,116.63208,Index,30,Tea Blended
2016-12-31,35.20047831,Index,40,Cigarettes
2016-12-31,100.9349713,Index,50,Cotton Yarn
2016-12-31,100.4057996,Index,60,Cotton Cloth
2016-12-31,107.3297578,Index,70,Jute Goods
2016-12-31,114.435489,Index,80,Paper & Board
2016-12-31,110.6118763,Index,90,Cement
2016-12-31,104.0451195,Index,100,Automobiles
2016-12-31,100.0797332,Index,110,Fertilizers
2016-11-30,100.147196,Index,10,Overall
2016-11-30,108.4841777,Index,20,Vegetable Ghee
2016-11-30,113.5323398,Index,30,Tea Blended
2016-11-30,90.37778857,Index,40,Cigarettes
2016-11-30,100.4680876,Index,50,Cotton Yarn
2016-11-30,100.2325866,Index,60,Cotton Cloth
2016-11-30,93.95958611,Index,70,Jute Goods
2016-11-30,106.2271026,Index,80,Paper & Board
2016-11-30,117.4531497,Index,90,Cement
2016-11-30,107.9152899,Index,100,Automobiles
2016-11-30,105.2719527,Index,110,Fertilizers
2016-10-31,98.16784053,Index,10,Overall
2016-10-31,98.05549782,Index,20,Vegetable Ghee
2016-10-31,107.9075302,Index,30,Tea Blended
2016-10-31,89.03254736,Index,40,Cigarettes
2016-10-31,100.635461,Index,50,Cotton Yarn
2016-10-31,100.5212749,Index,60,Cotton Cloth
2016-10-31,87.54537082,Index,70,Jute Goods
2016-10-31,107.9502147,Index,80,Paper & Board
2016-10-31,108.8507564,Index,90,Cement
2016-10-31,104.3007076,Index,100,Automobiles
2016-10-31,105.5091834,Index,110,Fertilizers
2016-09-30,93.72849123,Index,10,Overall
2016-09-30,98.0970656,Index,20,Vegetable Ghee
2016-09-30,105.3737538,Index,30,Tea Blended
2016-09-30,52.37472441,Index,40,Cigarettes
2016-09-30,100.4416602,Index,50,Cotton Yarn
2016-09-30,100.6944879,Index,60,Cotton Cloth
2016-09-30,60.28495585,Index,70,Jute Goods
2016-09-30,107.5056675,Index,80,Paper & Board
2016-09-30,97.91149244,Index,90,Cement
2016-09-30,99.13386883,Index,100,Automobiles
2016-09-30,109.0903377,Index,110,Fertilizers
2016-08-31,96.98941318,Index,10,Overall
2016-08-31,98.23916942,Index,20,Vegetable Ghee
2016-08-31,104.9645184,Index,30,Tea Blended
2016-08-31,76.29759725,Index,40,Cigarettes
2016-08-31,100.1826719,Index,50,Cotton Yarn
2016-08-31,100.6367502,Index,60,Cotton Cloth
2016-08-31,68.12936779,Index,70,Jute Goods
2016-08-31,107.5037005,Index,80,Paper & Board
2016-08-31,107.2251072,Index,90,Cement
2016-08-31,114.2745962,Index,100,Automobiles
2016-08-31,107.9219355,Index,110,Fertilizers
2016-07-31,91.70136303,Index,10,Overall
2016-07-31,95.98870903,Index,20,Vegetable Ghee
2016-07-31,97.33706773,Index,30,Tea Blended
2016-07-31,39.75187773,Index,40,Cigarettes
2016-07-31,100.2912004,Index,50,Cotton Yarn
2016-07-31,100.5212749,Index,60,Cotton Cloth
2016-07-31,58.07465193,Index,70,Jute Goods
2016-07-31,90.95513713,Index,80,Paper & Board
2016-07-31,76.03296455,Index,90,Cement
2016-07-31,85.6809504,Index,100,Automobiles
2016-07-31,103.9527058,Index,110,Fertilizers
